,dataset,network,relaxation,time_mean,time_std,expl_size_mean,expl_size_std,fidelity
0,wine,Net_2x16_hidden,0,0.48723183483607396,0.1002532365967768,9.398876404494382,1.3955784417120172,1.0
1,wine,Net_2x16_hidden,2,0.47425008934577195,0.11530595745342147,10.224719101123595,1.342919919377126,1.0
2,wine,Net_2x16_hidden,4,0.4743582050687518,0.12966887663806492,10.99438202247191,1.5987958636453223,1.0
3,wine,Net_2x16_hidden,8,0.3731733033475414,0.1427032234575597,12.258426966292134,1.2454690004905506,1.0
4,wine,Net_2x32_hidden,0,0.6677858359441998,0.1093121648633197,9.365168539325843,1.1738346957484305,1.0
5,wine,Net_2x32_hidden,2,0.7011240398526987,0.10929911569192051,9.792134831460674,1.2836679117525582,1.0
6,wine,Net_2x32_hidden,4,0.647877697749168,0.1422557822034555,10.561797752808989,1.5861412166311277,1.0
7,wine,Net_2x32_hidden,8,0.6102671663020476,0.1583631376999082,11.269662921348315,1.6267707375181661,1.0
8,wine,Net_2x48_hidden,0,1.002502228088907,0.18890671731544018,9.460674157303371,1.2457223866548492,1.0
9,wine,Net_2x48_hidden,2,1.012236657863734,0.18504724866948077,9.567415730337078,1.2263287021004006,1.0
10,wine,Net_2x48_hidden,4,1.0092292556308964,0.21135553246230077,9.910112359550562,1.4428471341565852,1.0
11,wine,Net_2x48_hidden,8,0.8798814432412972,0.2148102485029582,11.00561797752809,1.5083929651138321,1.0
12,wine,Net_3x16_hidden,0,0.6494043140536111,0.1127596134271087,9.4438202247191,1.1706576521201086,1.0
13,wine,Net_3x16_hidden,2,0.647204044387477,0.14737838176985002,9.752808988764045,1.3305477361302935,1.0
14,wine,Net_3x16_hidden,4,0.4060684230304166,0.16370090264922346,11.674157303370787,1.5197226306573361,1.0
15,wine,Net_3x16_hidden,8,0.36380006178554275,0.12898136778034383,12.94943820224719,0.3397367108481091,1.0
16,wine,Net_3x32_hidden,0,1.0948466994548531,0.1720446083500057,9.101123595505618,1.2635329799675685,1.0
17,wine,Net_3x32_hidden,2,1.1083824870705061,0.16805715582584949,9.297752808988765,1.2206534930653166,1.0
18,wine,Net_3x32_hidden,4,1.0553452842947346,0.6193168119837826,10.252808988764045,1.4870670845918503,1.0
19,wine,Net_3x32_hidden,8,0.9384618960477914,0.26932418384299195,10.97191011235955,1.5701920561013571,1.0
20,wine,Net_3x48_hidden,0,2.4892880848472876,1.431069477569532,8.792134831460674,1.2704705594757537,1.0
21,wine,Net_3x48_hidden,2,2.1019734612357373,0.7570819210333486,9.129213483146067,1.3657695075243748,1.0
22,wine,Net_3x48_hidden,4,2.3187715224660095,1.1008365349526157,9.348314606741573,1.4503089449679536,1.0
23,wine,Net_3x48_hidden,8,1.4780414533628716,0.6155424649388116,11.095505617977528,1.8472214246108865,1.0
24,wine,Net_4x16_hidden,0,0.6636004646156988,0.13670536889457882,9.47752808988764,1.1765740409893715,1.0
25,wine,Net_4x16_hidden,2,0.6064265382115133,0.13058391667094607,10.612359550561798,1.2857315693706064,1.0
26,wine,Net_4x16_hidden,4,0.49622609607582346,0.13271038000834945,11.960674157303371,1.269178091781448,1.0
27,wine,Net_4x16_hidden,8,0.22871354550091821,0.0828082241385673,12.98876404494382,0.14948465950168618,1.0
28,wine,Net_4x32_hidden,0,2.39419795618539,1.4641070458734833,8.99438202247191,1.3718567382342102,1.0
29,wine,Net_4x32_hidden,2,2.0839758455083612,0.8675835300707494,9.52247191011236,1.4464410262673641,1.0
30,wine,Net_4x32_hidden,4,1.8739731056181441,0.9741371108184995,10.584269662921349,1.5886464365350828,1.0
31,wine,Net_4x32_hidden,8,1.1718927084107287,0.5928725603725771,11.904494382022472,1.318358709976418,1.0
32,wine,Net_4x48_hidden,0,33.743794647736074,60.30825570950891,8.859550561797754,1.30144423675242,1.0
33,wine,Net_4x48_hidden,2,19.752315596609346,26.36736463163447,9.94943820224719,1.6902644959904225,1.0
34,wine,Net_4x48_hidden,4,47.32950742022406,120.98412096414106,9.207865168539326,1.5164065091266261,1.0
35,wine,Net_4x48_hidden,8,13.833955625836015,14.242705422720158,10.612359550561798,1.7453836527945639,1.0
