,dataset,network,relaxation,time_mean,time_std,expl_size_mean,expl_size_std,fidelity
0,breast_cancer,Net_2x16_hidden,0,1.0751865713287656,0.2203666960931358,21.216783216783217,3.024699858287648,1.0
1,breast_cancer,Net_2x16_hidden,2,0.9611412405611952,0.2740112511675884,23.43356643356644,3.74457078414532,1.0
2,breast_cancer,Net_2x16_hidden,4,0.8336528594393147,0.3202318165285264,25.363636363636363,4.042683894464888,1.0
3,breast_cancer,Net_2x16_hidden,8,0.4895284482513202,0.1763143199266596,29.426573426573427,1.7076115511566157,1.0
4,breast_cancer,Net_2x32_hidden,0,1.4497453881117477,0.2710300757032329,20.321678321678323,3.335759626851349,1.0
5,breast_cancer,Net_2x32_hidden,2,1.4506429923062092,0.2855491861235733,20.95104895104895,3.502903234109368,1.0
6,breast_cancer,Net_2x32_hidden,4,1.1730845097899747,0.4182654665794368,25.15384615384616,4.492896790572532,1.0
7,breast_cancer,Net_2x32_hidden,8,0.8417057440556355,0.4059005693928356,27.818181818181817,4.130115160582017,1.0
8,breast_cancer,Net_2x48_hidden,0,3.082740855244903,2.226716037404477,21.71328671328672,2.9909475955278944,1.0
9,breast_cancer,Net_2x48_hidden,2,2.7174921321672048,2.134552442704427,23.51748251748252,3.722645023363641,1.0
10,breast_cancer,Net_2x48_hidden,4,2.6837587034968022,2.016296306407195,23.377622377622377,3.4373599313951373,0.993006993006993
11,breast_cancer,Net_2x48_hidden,8,0.985559048252408,0.5581965721942631,28.67832167832168,2.946139820269737,1.0
12,breast_cancer,Net_3x16_hidden,0,1.0368973566424768,0.1584886582902597,21.67132867132867,3.69799836951373,1.0
13,breast_cancer,Net_3x16_hidden,2,0.797826845454495,0.209525408814624,25.83216783216784,4.259068505116222,1.0
14,breast_cancer,Net_3x16_hidden,4,0.7474233349636636,0.2216305818177383,28.545454545454547,2.97007751712377,1.0
15,breast_cancer,Net_3x16_hidden,8,0.6445745461538167,0.135418697815819,29.965034965034967,0.275137280739944,1.0
16,breast_cancer,Net_3x32_hidden,0,6.999443071329774,10.645889003002306,22.251748251748253,3.733178647981061,1.0
17,breast_cancer,Net_3x32_hidden,2,7.468711762938167,11.861098131495345,24.286713286713287,4.355885621451293,1.0
18,breast_cancer,Net_3x32_hidden,4,1.5366743503486855,0.6255560675729712,26.76923076923077,4.042937912054992,0.993006993006993
19,breast_cancer,Net_3x32_hidden,8,1.0120551013988133,0.3322840853004909,29.867132867132867,0.339431079706618,1.0
20,breast_cancer,Net_3x48_hidden,0,24.95161873076951,37.361768049760784,21.972027972027973,3.2278162874041563,0.986013986013986
21,breast_cancer,Net_3x48_hidden,2,23.364019372027897,25.379570763331174,22.615384615384617,3.588877684442476,0.993006993006993
22,breast_cancer,Net_3x48_hidden,4,2.268310979719785,4.715597159534676,29.6013986013986,1.790182473567813,1.0
23,breast_cancer,Net_3x48_hidden,8,11.949863490209976,37.59998935257625,28.146853146853147,2.932714063054384,1.0
24,breast_cancer,Net_4x16_hidden,0,1.3186649258732486,0.291344651943796,21.818181818181817,2.8521525759665267,1.0
25,breast_cancer,Net_4x16_hidden,2,1.19472455384594,0.3937287978132296,25.545454545454547,3.767225746932809,1.0
26,breast_cancer,Net_4x16_hidden,4,0.7530831160828539,0.2120778804252535,29.265734265734267,2.2561525792494246,1.0
27,breast_cancer,Net_4x16_hidden,8,0.6301045069941954,0.1353481225256887,30.0,0.0,1.0
28,breast_cancer,Net_4x32_hidden,0,40.644175228000385,127.2376664094059,21.37,3.1325867904975913,1.0
29,breast_cancer,Net_4x32_hidden,2,8.733823168001836,14.315941494319878,24.87,4.3235517806544195,1.0
30,breast_cancer,Net_4x32_hidden,4,38.455963363997874,101.8335945309787,24.54,4.448415448224233,1.0
31,breast_cancer,Net_4x32_hidden,8,1.2903623430000153,0.7806729417675426,29.64,1.9417517864031952,1.0
