,dataset,network,relaxation,time_mean,time_std,expl_size_mean,expl_size_std,fidelity
0,digits,Net_2x16_hidden,0.0,1.0556335043269551,0.9412802182704848,51.91346153846154,3.070049413668592,1.0
1,digits,Net_2x16_hidden,2.0,0.7370901942307498,0.2522880589441724,55.83173076923077,4.50806466285011,1.0
2,digits,Net_2x16_hidden,4.0,0.5173198149038285,0.0605508558140033,59.88461538461539,0.6907032690795373,0.9951923076923076
3,digits,Net_2x16_hidden,8.0,0.4906017490384504,0.0407288084242165,60.0,0.0,1.0
4,digits,Net_2x32_hidden,0.0,1.8766964802884665,0.5484848269411221,51.99519230769231,3.1615137503713284,1.0
5,digits,Net_2x32_hidden,2.0,1.4130933153845937,0.5659611468642061,54.84134615384615,4.524380760368528,0.9903846153846154
6,digits,Net_2x32_hidden,4.0,1.1026527375000053,0.5583557102609308,57.625,3.5873375063709,1.0
7,digits,Net_2x32_hidden,8.0,1.196177866346086,0.5007772759878322,56.34615384615385,4.359492804764437,1.0
8,digits,Net_2x48_hidden,0.0,4.542629576442319,6.492971435617815,51.94711538461539,3.046449911554344,1.0
9,digits,Net_2x48_hidden,2.0,3.3966852701922745,4.47471218862677,55.28365384615385,3.792873139113446,1.0
10,digits,Net_2x48_hidden,4.0,2.2182327216346405,2.4993833367307263,57.42788461538461,3.235112550971855,1.0
11,digits,Net_2x48_hidden,8.0,1.963351143269366,2.3816829963993,58.37019230769231,3.005199974393497,0.9855769230769232
12,digits,Net_3x16_hidden,0.0,1.478077269230749,0.2772587007674235,52.44230769230769,3.0439944754982564,0.9951923076923076
13,digits,Net_3x16_hidden,2.0,1.1922873322115315,0.3536726730152656,57.48557692307692,3.547721865703473,1.0
14,digits,Net_3x16_hidden,4.0,1.0035990192306967,0.1655074986181043,60.0,0.0,1.0
15,digits,Net_3x16_hidden,8.0,0.6983026658653514,0.1239596022089405,60.0,0.0,1.0
16,digits,Net_3x32_hidden,0.0,3.68463822884622,2.1185377813984285,52.21634615384615,3.14341835540556,1.0
17,digits,Net_3x32_hidden,2.0,2.4101005216345603,1.169623825626306,55.51923076923077,4.599290850920493,1.0
18,digits,Net_3x32_hidden,4.0,2.4839476004807293,1.3595791776441133,55.95673076923077,3.948350785773066,0.9951923076923076
19,digits,Net_3x32_hidden,8.0,1.09679394615384,0.283496174392313,59.77403846153846,1.0104735363934474,1.0
20,digits,Net_3x48_hidden,0.0,14.71109181634618,15.8167817908139,51.76442307692308,3.444237614347019,0.9951923076923076
21,digits,Net_3x48_hidden,2.0,11.174998564903726,19.30261900338802,55.9375,4.511836729434801,0.9855769230769232
22,digits,Net_3x48_hidden,4.0,8.153699681730814,10.779848627516625,55.80288461538461,4.515421369100845,0.9951923076923076
23,digits,Net_3x48_hidden,8.0,3.534619333173098,1.8450235164457525,59.48076923076923,1.4509994515105866,0.9951923076923076
24,sonar,Net_4x16_hidden,0.0,1.7301158620191648,0.340045066437719,51.91826923076923,2.996480769909573,1.0
25,sonar,Net_4x16_hidden,2.0,1.123096256250112,0.4604019156445422,57.81730769230769,3.584862466723855,1.0
26,sonar,Net_4x16_hidden,4.0,0.8653722903846196,0.1769717565750827,60.0,0.0,1.0
27,sonar,Net_4x16_hidden,8.0,0.7804328235578256,0.128648526454487,60.0,0.0,1.0
28,sonar,Net_4x32_hidden,0.0,8.921566412499995,8.524722367223818,52.50480769230769,3.0461160581863638,0.9951923076923077
29,sonar,Net_4x32_hidden,2.0,7.3403977206729065,12.618728662821027,57.16826923076923,4.0006673583453765,0.9951923076923077
30,sonar,Net_4x32_hidden,4.0,4.908956299999973,7.4486188872915955,58.21153846153846,3.378874064067556,0.9951923076923077
31,sonar,Net_4x32_hidden,8.0,2.1110007278846648,0.45032426962307254,59.95673076923077,0.2650342586988023,0.9951923076923077
